	Terms
ACTG1	R-HSA-1266738,R-HSA-1266738,R-HSA-1445148,R-HSA-1500931,R-HSA-1500931,R-HSA-157858,R-HSA-162582,R-HSA-162582,R-HSA-1643685,R-HSA-1643685,R-HSA-168249,R-HSA-168249,R-HSA-168256,R-HSA-168256,R-HSA-190828,R-HSA-190873,R-HSA-194138,R-HSA-194315,R-HSA-194315,R-HSA-195258,R-HSA-195258,R-HSA-196025,R-HSA-199991,R-HSA-199991,R-HSA-2029480,R-HSA-2029480,R-HSA-2029482,R-HSA-2029482,R-HSA-2682334,R-HSA-373760,R-HSA-373760,R-HSA-3928662,R-HSA-3928665,R-HSA-418990,R-HSA-418990,R-HSA-421270,R-HSA-421270,R-HSA-422475,R-HSA-422475,R-HSA-437239,R-HSA-437239,R-HSA-4420097,R-HSA-445095,R-HSA-445095,R-HSA-446353,R-HSA-446728,R-HSA-446728,R-HSA-5626467,R-HSA-5653656,R-HSA-5653656,R-HSA-5663202,R-HSA-5663205,R-HSA-5663205,R-HSA-5663213,R-HSA-5663213,R-HSA-5663220,R-HSA-5663220,R-HSA-5673001,R-HSA-5674135,R-HSA-5683057,R-HSA-5684996,R-HSA-6802946,R-HSA-6802948,R-HSA-6802949,R-HSA-6802952,R-HSA-6802955,R-HSA-6802957,R-HSA-8856828,R-HSA-9006934,R-HSA-9012999,R-HSA-9013418,R-HSA-9649948,R-HSA-9656223,R-HSA-9658195,R-HSA-9658195,R-HSA-9659379,R-HSA-9662360,R-HSA-9662361,R-HSA-9664407,R-HSA-9664407,R-HSA-9664417,R-HSA-9664417,R-HSA-9664422,R-HSA-9664422,R-HSA-9675108,R-HSA-9675108,R-HSA-9706574,R-HSA-9709957,R-HSA-9716542,R-HSA-9716542
ACTG2	R-HSA-397014,R-HSA-445355
ACTL6A	R-HSA-212436,R-HSA-3214847,R-HSA-3214858,R-HSA-3247509,R-HSA-3247509,R-HSA-392499,R-HSA-4839726,R-HSA-4839726,R-HSA-5688426,R-HSA-5689603,R-HSA-5696394,R-HSA-5696398,R-HSA-5696399,R-HSA-597592,R-HSA-73857,R-HSA-73894,R-HSA-74160,R-HSA-8878171,R-HSA-8939243
ACTL6B	R-HSA-212436,R-HSA-3214858,R-HSA-3247509,R-HSA-4839726,R-HSA-73857,R-HSA-74160,R-HSA-8878171,R-HSA-8939243
ACTN1	R-HSA-109582,R-HSA-114608,R-HSA-1474244,R-HSA-1500931,R-HSA-1500931,R-HSA-162582,R-HSA-194315,R-HSA-3000170,R-HSA-3000171,R-HSA-373753,R-HSA-446353,R-HSA-446388,R-HSA-446728,R-HSA-76002,R-HSA-76005,R-HSA-9012999,R-HSA-9013405,R-HSA-9013418,R-HSA-9035034,R-HSA-9706574,R-HSA-9716542
ACTN2	R-HSA-109582,R-HSA-112314,R-HSA-112314,R-HSA-112315,R-HSA-112315,R-HSA-112316,R-HSA-112316,R-HSA-114608,R-HSA-1500931,R-HSA-162582,R-HSA-373753,R-HSA-390522,R-HSA-397014,R-HSA-438064,R-HSA-438066,R-HSA-438066,R-HSA-442742,R-HSA-442755,R-HSA-442755,R-HSA-442982,R-HSA-5673001,R-HSA-5683057,R-HSA-5684996,R-HSA-76002,R-HSA-76005,R-HSA-9609736,R-HSA-9617324,R-HSA-9620244
ACTN3	R-HSA-1500931,R-HSA-373753,R-HSA-390522,R-HSA-397014
ACTN4	R-HSA-109582,R-HSA-114608,R-HSA-1500931,R-HSA-373753,R-HSA-76002,R-HSA-76005
ACTR10	R-HSA-1280218,R-HSA-168249,R-HSA-168256,R-HSA-199977,R-HSA-199991,R-HSA-2132295,R-HSA-2262752,R-HSA-3371497,R-HSA-392499,R-HSA-446203,R-HSA-5653656,R-HSA-597592,R-HSA-6798695,R-HSA-6807878,R-HSA-6811436,R-HSA-6811442,R-HSA-8856688,R-HSA-8953897,R-HSA-948021
ACTR1A	R-HSA-1280218,R-HSA-1640170,R-HSA-168256,R-HSA-1852241,R-HSA-199977,R-HSA-199991,R-HSA-2132295,R-HSA-2262752,R-HSA-2565942,R-HSA-3371497,R-HSA-380259,R-HSA-380270,R-HSA-380284,R-HSA-380287,R-HSA-380320,R-HSA-392499,R-HSA-446203,R-HSA-453274,R-HSA-5617833,R-HSA-5620912,R-HSA-5653656,R-HSA-597592,R-HSA-6807878,R-HSA-6811436,R-HSA-6811442,R-HSA-68877,R-HSA-68886,R-HSA-69275,R-HSA-69278,R-HSA-8854518,R-HSA-8856688,R-HSA-8953897,R-HSA-948021
ACTR1B	R-HSA-1280218,R-HSA-168249,R-HSA-168256,R-HSA-2132295,R-HSA-6798695
ACTR2	R-HSA-1266738,R-HSA-162582,R-HSA-162582,R-HSA-1643685,R-HSA-1643685,R-HSA-168249,R-HSA-168249,R-HSA-168256,R-HSA-168256,R-HSA-194315,R-HSA-194315,R-HSA-195258,R-HSA-195258,R-HSA-199991,R-HSA-2029480,R-HSA-2029480,R-HSA-2029482,R-HSA-2029482,R-HSA-2682334,R-HSA-3928662,R-HSA-422475,R-HSA-5653656,R-HSA-5663205,R-HSA-5663205,R-HSA-5663213,R-HSA-5663213,R-HSA-6798695,R-HSA-8856828,R-HSA-9658195,R-HSA-9658195,R-HSA-9664407,R-HSA-9664407,R-HSA-9664417,R-HSA-9664417,R-HSA-9664422,R-HSA-9664422,R-HSA-9675108,R-HSA-9716542,R-HSA-9716542
ACTR3	R-HSA-1266738,R-HSA-162582,R-HSA-162582,R-HSA-1643685,R-HSA-1643685,R-HSA-168249,R-HSA-168249,R-HSA-168256,R-HSA-168256,R-HSA-194315,R-HSA-194315,R-HSA-195258,R-HSA-195258,R-HSA-199991,R-HSA-2029480,R-HSA-2029480,R-HSA-2029482,R-HSA-2029482,R-HSA-2682334,R-HSA-3928662,R-HSA-422475,R-HSA-5653656,R-HSA-5663205,R-HSA-5663205,R-HSA-5663213,R-HSA-5663213,R-HSA-8856828,R-HSA-9658195,R-HSA-9658195,R-HSA-9664407,R-HSA-9664407,R-HSA-9664417,R-HSA-9664417,R-HSA-9664422,R-HSA-9664422,R-HSA-9675108,R-HSA-9716542,R-HSA-9716542
ACTR5	R-HSA-392499,R-HSA-5688426,R-HSA-5689603,R-HSA-5696394,R-HSA-5696398,R-HSA-5696399,R-HSA-597592,R-HSA-73894
ACTR8	R-HSA-392499,R-HSA-5688426,R-HSA-5689603,R-HSA-5696394,R-HSA-5696398,R-HSA-5696399,R-HSA-597592,R-HSA-73894
ACVR1B	R-HSA-1181150,R-HSA-1266738,R-HSA-1433617,R-HSA-1502540,R-HSA-162582,R-HSA-9006936
ACVR1C	R-HSA-1181150,R-HSA-1266738,R-HSA-1433617,R-HSA-1502540,R-HSA-1502540,R-HSA-162582,R-HSA-162582,R-HSA-9006936,R-HSA-9006936
ACVR2A	R-HSA-1181150,R-HSA-1266738,R-HSA-1433617,R-HSA-1502540,R-HSA-1502540,R-HSA-162582,R-HSA-162582,R-HSA-201451,R-HSA-9006936,R-HSA-9006936
ACVR2B	R-HSA-1181150,R-HSA-1266738,R-HSA-1433617,R-HSA-1502540,R-HSA-1502540,R-HSA-162582,R-HSA-162582,R-HSA-201451,R-HSA-9006936,R-HSA-9006936
ACVRL1	R-HSA-162582,R-HSA-201451,R-HSA-9006936
ACY1	R-HSA-1430728,R-HSA-1643685,R-HSA-211859,R-HSA-5423646,R-HSA-5579007,R-HSA-5579029,R-HSA-5668914
ACY3	R-HSA-1430728,R-HSA-211859,R-HSA-5423646
ADA	R-HSA-1430728,R-HSA-15869,R-HSA-74217,R-HSA-8956321
ADA2	R-HSA-168249,R-HSA-168256,R-HSA-392499,R-HSA-5683826,R-HSA-6798695
ADAL	R-HSA-1430728,R-HSA-15869,R-HSA-2161522,R-HSA-2161541,R-HSA-74217,R-HSA-8956321
ADAM10	R-HSA-1266738,R-HSA-1442490,R-HSA-1474228,R-HSA-1474228,R-HSA-1474244,R-HSA-1474244,R-HSA-157118,R-HSA-157118,R-HSA-162582,R-HSA-162582,R-HSA-1643685,R-HSA-168249,R-HSA-168256,R-HSA-177929,R-HSA-1980143,R-HSA-1980145,R-HSA-2122948,R-HSA-2644602,R-HSA-2644603,R-HSA-2644606,R-HSA-2660825,R-HSA-2660826,R-HSA-2682334,R-HSA-2691230,R-HSA-2691232,R-HSA-2894858,R-HSA-2894862,R-HSA-2979096,R-HSA-381426,R-HSA-392499,R-HSA-3928665,R-HSA-422475,R-HSA-5663202,R-HSA-597592,R-HSA-6798695,R-HSA-8957275,R-HSA-9006934,R-HSA-9012852,R-HSA-9013507,R-HSA-9013694,R-HSA-9013700,R-HSA-9675108,R-HSA-977225
ADAM11	R-HSA-1266738,R-HSA-5682910
ADAM12	R-HSA-1474244,R-HSA-162582,R-HSA-177929,R-HSA-8941237,R-HSA-9006934
ADAM15	R-HSA-1474228,R-HSA-1474244,R-HSA-8941237
ADAM17	R-HSA-1236394,R-HSA-1251985,R-HSA-1280215,R-HSA-1442490,R-HSA-1474228,R-HSA-1474244,R-HSA-157118,R-HSA-162582,R-HSA-162582,R-HSA-1643685,R-HSA-168256,R-HSA-177929,R-HSA-193692,R-HSA-193704,R-HSA-1980143,R-HSA-2122948,R-HSA-2644602,R-HSA-2644603,R-HSA-2644606,R-HSA-2660825,R-HSA-2660826,R-HSA-2691230,R-HSA-2691232,R-HSA-2894858,R-HSA-2894862,R-HSA-5358346,R-HSA-5358351,R-HSA-5362798,R-HSA-5663202,R-HSA-5663205,R-HSA-73887,R-HSA-75893,R-HSA-9006934,R-HSA-9658195,R-HSA-9662834,R-HSA-9662851,R-HSA-9664433,R-HSA-982772
ADAM19	R-HSA-1474244,R-HSA-8941237
ADAM2	R-HSA-1187000,R-HSA-1474165,R-HSA-2534343
ADAM20	R-HSA-1187000,R-HSA-1474165,R-HSA-2534343
ADAM21	R-HSA-1187000,R-HSA-1474165,R-HSA-2534343
ADAM22	R-HSA-1266738,R-HSA-5682910
ADAM23	R-HSA-1266738,R-HSA-5682910
ADAM30	R-HSA-1187000,R-HSA-1474165,R-HSA-2534343
ADAM8	R-HSA-1474228,R-HSA-1474244,R-HSA-168249,R-HSA-168256,R-HSA-6798695
ADAM9	R-HSA-1442490,R-HSA-1474228,R-HSA-1474244
ADAMTS1	R-HSA-1474228,R-HSA-1474244,R-HSA-1643685,R-HSA-3781865,R-HSA-3906995,R-HSA-392499,R-HSA-5083635,R-HSA-5173105,R-HSA-5173214,R-HSA-5668914,R-HSA-597592
ADAMTS10	R-HSA-1643685,R-HSA-3781865,R-HSA-3906995,R-HSA-392499,R-HSA-5083635,R-HSA-5173105,R-HSA-5173214,R-HSA-5668914,R-HSA-597592
ADAMTS12	R-HSA-1643685,R-HSA-3781865,R-HSA-3906995,R-HSA-392499,R-HSA-5083635,R-HSA-5173105,R-HSA-5173214,R-HSA-5668914,R-HSA-597592
ADAMTS13	R-HSA-1643685,R-HSA-3781865,R-HSA-3906995,R-HSA-392499,R-HSA-5083635,R-HSA-5173105,R-HSA-5173214,R-HSA-5668914,R-HSA-597592
ADAMTS14	R-HSA-1474244,R-HSA-1474290,R-HSA-1643685,R-HSA-1650814,R-HSA-3781865,R-HSA-3906995,R-HSA-392499,R-HSA-5083635,R-HSA-5173105,R-HSA-5173214,R-HSA-5668914,R-HSA-597592
ADAMTS15	R-HSA-1643685,R-HSA-3781865,R-HSA-3906995,R-HSA-392499,R-HSA-5083635,R-HSA-5173105,R-HSA-5173214,R-HSA-5668914,R-HSA-597592
ADAMTS16	R-HSA-1474228,R-HSA-1474244,R-HSA-1643685,R-HSA-3781865,R-HSA-3906995,R-HSA-392499,R-HSA-5083635,R-HSA-5173105,R-HSA-5173214,R-HSA-5668914,R-HSA-597592
ADAMTS17	R-HSA-1643685,R-HSA-3781865,R-HSA-3906995,R-HSA-392499,R-HSA-5083635,R-HSA-5173105,R-HSA-5173214,R-HSA-5668914,R-HSA-597592
ADAMTS18	R-HSA-1474228,R-HSA-1474244,R-HSA-1643685,R-HSA-3781865,R-HSA-3906995,R-HSA-392499,R-HSA-5083635,R-HSA-5173105,R-HSA-5173214,R-HSA-5668914,R-HSA-597592
ADAMTS19	R-HSA-1643685,R-HSA-3781865,R-HSA-3906995,R-HSA-392499,R-HSA-5083635,R-HSA-5173105,R-HSA-5173214,R-HSA-5668914,R-HSA-597592
ADAMTS2	R-HSA-1474244,R-HSA-1474290,R-HSA-1643685,R-HSA-1650814,R-HSA-3781865,R-HSA-3906995,R-HSA-392499,R-HSA-5083635,R-HSA-5173105,R-HSA-5173214,R-HSA-5668914,R-HSA-597592
ADAMTS20	R-HSA-1643685,R-HSA-3781865,R-HSA-3906995,R-HSA-392499,R-HSA-5083635,R-HSA-5173105,R-HSA-5173214,R-HSA-5668914,R-HSA-597592
ADAMTS3	R-HSA-1474244,R-HSA-1474290,R-HSA-1643685,R-HSA-1650814,R-HSA-3781865,R-HSA-3906995,R-HSA-392499,R-HSA-5083635,R-HSA-5173105,R-HSA-5173214,R-HSA-5668914,R-HSA-597592
ADAMTS4	R-HSA-1474228,R-HSA-1474228,R-HSA-1474244,R-HSA-1474244,R-HSA-1643685,R-HSA-3781865,R-HSA-3906995,R-HSA-392499,R-HSA-5083635,R-HSA-5173105,R-HSA-5173214,R-HSA-5668914,R-HSA-597592
ADAMTS5	R-HSA-1474228,R-HSA-1474228,R-HSA-1474244,R-HSA-1474244,R-HSA-1643685,R-HSA-3781865,R-HSA-3906995,R-HSA-392499,R-HSA-5083635,R-HSA-5173105,R-HSA-5173214,R-HSA-5668914,R-HSA-597592
ADAMTS6	R-HSA-1643685,R-HSA-3781865,R-HSA-3906995,R-HSA-392499,R-HSA-5083635,R-HSA-5173105,R-HSA-5173214,R-HSA-5668914,R-HSA-597592
ADAMTS7	R-HSA-1643685,R-HSA-3781865,R-HSA-3906995,R-HSA-392499,R-HSA-5083635,R-HSA-5173105,R-HSA-5173214,R-HSA-5668914,R-HSA-597592
ADAMTS8	R-HSA-1474228,R-HSA-1474244,R-HSA-1643685,R-HSA-3781865,R-HSA-3906995,R-HSA-392499,R-HSA-5083635,R-HSA-5173105,R-HSA-5173214,R-HSA-5668914,R-HSA-597592
ADAMTS9	R-HSA-1474228,R-HSA-1474244,R-HSA-1643685,R-HSA-3781865,R-HSA-3906995,R-HSA-392499,R-HSA-5083635,R-HSA-5173105,R-HSA-5173214,R-HSA-5668914,R-HSA-597592
ADAMTSL1	R-HSA-1643685,R-HSA-3781865,R-HSA-3906995,R-HSA-392499,R-HSA-5083635,R-HSA-5173105,R-HSA-5173214,R-HSA-5668914,R-HSA-597592
ADAMTSL2	R-HSA-1643685,R-HSA-3781865,R-HSA-3906995,R-HSA-392499,R-HSA-5083635,R-HSA-5173105,R-HSA-5173214,R-HSA-5668914,R-HSA-597592
ADAMTSL3	R-HSA-1643685,R-HSA-3781865,R-HSA-3906995,R-HSA-392499,R-HSA-5083635,R-HSA-5173105,R-HSA-5173214,R-HSA-5668914,R-HSA-597592
ADAMTSL4	R-HSA-1643685,R-HSA-3781865,R-HSA-3906995,R-HSA-392499,R-HSA-5083635,R-HSA-5173105,R-HSA-5173214,R-HSA-5668914,R-HSA-597592
ADAMTSL5	R-HSA-1643685,R-HSA-3781865,R-HSA-3906995,R-HSA-392499,R-HSA-5083635,R-HSA-5173105,R-HSA-5173214,R-HSA-5668914,R-HSA-597592
ADAP1	R-HSA-1236394,R-HSA-1251985,R-HSA-162582,R-HSA-9006934
ADAR	R-HSA-1280215,R-HSA-168256,R-HSA-75064,R-HSA-75072,R-HSA-75102,R-HSA-77042,R-HSA-8953854,R-HSA-909733,R-HSA-913531
ADARB1	R-HSA-75064,R-HSA-75072,R-HSA-75102,R-HSA-77042,R-HSA-8953854
ADAT1	R-HSA-6782315,R-HSA-72306,R-HSA-8953854
ADAT2	R-HSA-6782315,R-HSA-72306,R-HSA-8953854
ADAT3	R-HSA-6782315,R-HSA-72306,R-HSA-8953854
ADCY1	R-HSA-111885,R-HSA-111885,R-HSA-111931,R-HSA-111933,R-HSA-111996,R-HSA-111997,R-HSA-112040,R-HSA-112040,R-HSA-112043,R-HSA-112314,R-HSA-112314,R-HSA-112315,R-HSA-112315,R-HSA-112316,R-HSA-112316,R-HSA-1430728,R-HSA-1489509,R-HSA-162582,R-HSA-162582,R-HSA-163359,R-HSA-163615,R-HSA-163685,R-HSA-1643685,R-HSA-1643685,R-HSA-164378,R-HSA-170660,R-HSA-170670,R-HSA-170670,R-HSA-372790,R-HSA-372790,R-HSA-382551,R-HSA-388396,R-HSA-388396,R-HSA-418555,R-HSA-418555,R-HSA-418594,R-HSA-418594,R-HSA-418597,R-HSA-418597,R-HSA-432040,R-HSA-438064,R-HSA-442720,R-HSA-442755,R-HSA-445717,R-HSA-5358351,R-HSA-5610787,R-HSA-5663205,R-HSA-5663205,R-HSA-9006925,R-HSA-9658195,R-HSA-9658195,R-HSA-9660821,R-HSA-9660821,R-HSA-9662851,R-HSA-9662851,R-HSA-9664323,R-HSA-9664433,R-HSA-9664433,R-HSA-977443,R-HSA-977443,R-HSA-977444,R-HSA-977444,R-HSA-991365,R-HSA-991365
ADCY10	R-HSA-162582,R-HSA-5358351,R-HSA-5610787
ADCY2	R-HSA-111885,R-HSA-111885,R-HSA-111931,R-HSA-111933,R-HSA-111996,R-HSA-111997,R-HSA-112040,R-HSA-112040,R-HSA-112043,R-HSA-112314,R-HSA-112314,R-HSA-112315,R-HSA-112315,R-HSA-112316,R-HSA-112316,R-HSA-1430728,R-HSA-1489509,R-HSA-162582,R-HSA-162582,R-HSA-163359,R-HSA-163615,R-HSA-163685,R-HSA-1643685,R-HSA-1643685,R-HSA-164378,R-HSA-170660,R-HSA-170670,R-HSA-170670,R-HSA-372790,R-HSA-372790,R-HSA-382551,R-HSA-388396,R-HSA-388396,R-HSA-418555,R-HSA-418555,R-HSA-418594,R-HSA-418594,R-HSA-418597,R-HSA-418597,R-HSA-432040,R-HSA-445717,R-HSA-5358351,R-HSA-5610787,R-HSA-5663205,R-HSA-5663205,R-HSA-9006925,R-HSA-9658195,R-HSA-9658195,R-HSA-9660821,R-HSA-9660821,R-HSA-9662851,R-HSA-9662851,R-HSA-9664323,R-HSA-9664433,R-HSA-9664433,R-HSA-977443,R-HSA-977443,R-HSA-977444,R-HSA-977444,R-HSA-991365,R-HSA-991365
ADCY3	R-HSA-111885,R-HSA-111885,R-HSA-111931,R-HSA-111933,R-HSA-111996,R-HSA-111997,R-HSA-112040,R-HSA-112040,R-HSA-112043,R-HSA-112314,R-HSA-112314,R-HSA-112315,R-HSA-112315,R-HSA-112316,R-HSA-112316,R-HSA-1430728,R-HSA-1489509,R-HSA-162582,R-HSA-162582,R-HSA-163359,R-HSA-163615,R-HSA-163685,R-HSA-1643685,R-HSA-1643685,R-HSA-164378,R-HSA-170660,R-HSA-170670,R-HSA-170670,R-HSA-372790,R-HSA-372790,R-HSA-381753,R-HSA-382551,R-HSA-388396,R-HSA-388396,R-HSA-418555,R-HSA-418555,R-HSA-418594,R-HSA-418594,R-HSA-418597,R-HSA-418597,R-HSA-432040,R-HSA-445717,R-HSA-5358351,R-HSA-5610787,R-HSA-5663205,R-HSA-5663205,R-HSA-9006925,R-HSA-9658195,R-HSA-9658195,R-HSA-9660821,R-HSA-9660821,R-HSA-9662851,R-HSA-9662851,R-HSA-9664323,R-HSA-9664433,R-HSA-9664433,R-HSA-9709957,R-HSA-977443,R-HSA-977443,R-HSA-977444,R-HSA-977444,R-HSA-991365,R-HSA-991365
ADCY4	R-HSA-111885,R-HSA-111885,R-HSA-111931,R-HSA-111933,R-HSA-111996,R-HSA-111997,R-HSA-112040,R-HSA-112040,R-HSA-112043,R-HSA-112314,R-HSA-112314,R-HSA-112315,R-HSA-112315,R-HSA-112316,R-HSA-112316,R-HSA-1430728,R-HSA-1489509,R-HSA-162582,R-HSA-162582,R-HSA-163359,R-HSA-163615,R-HSA-163685,R-HSA-1643685,R-HSA-1643685,R-HSA-164378,R-HSA-170660,R-HSA-170670,R-HSA-170670,R-HSA-372790,R-HSA-372790,R-HSA-382551,R-HSA-388396,R-HSA-388396,R-HSA-418555,R-HSA-418555,R-HSA-418594,R-HSA-418594,R-HSA-418597,R-HSA-418597,R-HSA-432040,R-HSA-445717,R-HSA-5358351,R-HSA-5610787,R-HSA-5663205,R-HSA-5663205,R-HSA-9006925,R-HSA-9658195,R-HSA-9658195,R-HSA-9660821,R-HSA-9660821,R-HSA-9662851,R-HSA-9662851,R-HSA-9664323,R-HSA-9664433,R-HSA-9664433,R-HSA-977443,R-HSA-977443,R-HSA-977444,R-HSA-977444,R-HSA-991365,R-HSA-991365
ADCY5	R-HSA-111885,R-HSA-111885,R-HSA-111931,R-HSA-111933,R-HSA-111996,R-HSA-111997,R-HSA-112040,R-HSA-112040,R-HSA-112043,R-HSA-112314,R-HSA-112314,R-HSA-112315,R-HSA-112315,R-HSA-112316,R-HSA-112316,R-HSA-1430728,R-HSA-1489509,R-HSA-162582,R-HSA-162582,R-HSA-163359,R-HSA-163615,R-HSA-163685,R-HSA-1643685,R-HSA-1643685,R-HSA-164378,R-HSA-170660,R-HSA-170670,R-HSA-170670,R-HSA-372790,R-HSA-372790,R-HSA-381676,R-HSA-382551,R-HSA-388396,R-HSA-388396,R-HSA-400042,R-HSA-418555,R-HSA-418555,R-HSA-418594,R-HSA-418594,R-HSA-418597,R-HSA-418597,R-HSA-422356,R-HSA-432040,R-HSA-445717,R-HSA-5358351,R-HSA-5610787,R-HSA-5663205,R-HSA-5663205,R-HSA-9006925,R-HSA-9658195,R-HSA-9658195,R-HSA-9660821,R-HSA-9660821,R-HSA-9662851,R-HSA-9662851,R-HSA-9664323,R-HSA-9664433,R-HSA-9664433,R-HSA-977443,R-HSA-977443,R-HSA-977444,R-HSA-977444,R-HSA-991365,R-HSA-991365
ADCY6	R-HSA-111885,R-HSA-111885,R-HSA-111931,R-HSA-111933,R-HSA-111996,R-HSA-111997,R-HSA-112040,R-HSA-112040,R-HSA-112043,R-HSA-112314,R-HSA-112314,R-HSA-112315,R-HSA-112315,R-HSA-112316,R-HSA-112316,R-HSA-1430728,R-HSA-1489509,R-HSA-162582,R-HSA-162582,R-HSA-163359,R-HSA-163615,R-HSA-163685,R-HSA-1643685,R-HSA-1643685,R-HSA-164378,R-HSA-170660,R-HSA-170670,R-HSA-170670,R-HSA-372790,R-HSA-372790,R-HSA-381676,R-HSA-382551,R-HSA-388396,R-HSA-388396,R-HSA-400042,R-HSA-418555,R-HSA-418555,R-HSA-418594,R-HSA-418594,R-HSA-418597,R-HSA-418597,R-HSA-422356,R-HSA-432040,R-HSA-445717,R-HSA-5358351,R-HSA-5610787,R-HSA-5663205,R-HSA-5663205,R-HSA-9006925,R-HSA-9658195,R-HSA-9658195,R-HSA-9660821,R-HSA-9660821,R-HSA-9662851,R-HSA-9662851,R-HSA-9664323,R-HSA-9664433,R-HSA-9664433,R-HSA-977443,R-HSA-977443,R-HSA-977444,R-HSA-977444,R-HSA-991365,R-HSA-991365
ADCY7	R-HSA-111885,R-HSA-111885,R-HSA-111931,R-HSA-111933,R-HSA-111996,R-HSA-111997,R-HSA-112040,R-HSA-112040,R-HSA-112043,R-HSA-112314,R-HSA-112314,R-HSA-112315,R-HSA-112315,R-HSA-112316,R-HSA-112316,R-HSA-1430728,R-HSA-1489509,R-HSA-162582,R-HSA-162582,R-HSA-163359,R-HSA-163615,R-HSA-163685,R-HSA-1643685,R-HSA-1643685,R-HSA-164378,R-HSA-170660,R-HSA-170670,R-HSA-170670,R-HSA-372790,R-HSA-372790,R-HSA-382551,R-HSA-388396,R-HSA-388396,R-HSA-418555,R-HSA-418555,R-HSA-418594,R-HSA-418594,R-HSA-418597,R-HSA-418597,R-HSA-432040,R-HSA-445717,R-HSA-5358351,R-HSA-5610787,R-HSA-5663205,R-HSA-5663205,R-HSA-9006925,R-HSA-9658195,R-HSA-9658195,R-HSA-9660821,R-HSA-9660821,R-HSA-9662851,R-HSA-9662851,R-HSA-9664323,R-HSA-9664433,R-HSA-9664433,R-HSA-977443,R-HSA-977443,R-HSA-977444,R-HSA-977444,R-HSA-991365,R-HSA-991365
ADCY8	R-HSA-111885,R-HSA-111885,R-HSA-111931,R-HSA-111933,R-HSA-111996,R-HSA-111997,R-HSA-112040,R-HSA-112040,R-HSA-112043,R-HSA-112314,R-HSA-112314,R-HSA-112315,R-HSA-112315,R-HSA-112316,R-HSA-112316,R-HSA-1430728,R-HSA-1489509,R-HSA-162582,R-HSA-162582,R-HSA-163359,R-HSA-163615,R-HSA-163685,R-HSA-1643685,R-HSA-1643685,R-HSA-164378,R-HSA-170660,R-HSA-170670,R-HSA-170670,R-HSA-372790,R-HSA-372790,R-HSA-381676,R-HSA-382551,R-HSA-388396,R-HSA-388396,R-HSA-418555,R-HSA-418555,R-HSA-418594,R-HSA-418594,R-HSA-418597,R-HSA-418597,R-HSA-422356,R-HSA-432040,R-HSA-438064,R-HSA-442720,R-HSA-442755,R-HSA-445717,R-HSA-5358351,R-HSA-5610787,R-HSA-5663205,R-HSA-5663205,R-HSA-9006925,R-HSA-9658195,R-HSA-9658195,R-HSA-9660821,R-HSA-9660821,R-HSA-9662851,R-HSA-9662851,R-HSA-9664323,R-HSA-9664433,R-HSA-9664433,R-HSA-977443,R-HSA-977443,R-HSA-977444,R-HSA-977444,R-HSA-991365,R-HSA-991365
ADCY9	R-HSA-111885,R-HSA-111885,R-HSA-111931,R-HSA-111933,R-HSA-111996,R-HSA-111997,R-HSA-112040,R-HSA-112040,R-HSA-112043,R-HSA-112314,R-HSA-112314,R-HSA-112315,R-HSA-112315,R-HSA-112316,R-HSA-112316,R-HSA-1430728,R-HSA-1489509,R-HSA-162582,R-HSA-162582,R-HSA-163359,R-HSA-163615,R-HSA-163685,R-HSA-1643685,R-HSA-1643685,R-HSA-164378,R-HSA-170660,R-HSA-170670,R-HSA-170670,R-HSA-372790,R-HSA-372790,R-HSA-382551,R-HSA-388396,R-HSA-388396,R-HSA-418555,R-HSA-418555,R-HSA-418594,R-HSA-418594,R-HSA-418597,R-HSA-418597,R-HSA-432040,R-HSA-445717,R-HSA-5358351,R-HSA-5610787,R-HSA-5663205,R-HSA-5663205,R-HSA-9006925,R-HSA-9658195,R-HSA-9658195,R-HSA-9660821,R-HSA-9660821,R-HSA-9662851,R-HSA-9662851,R-HSA-9664323,R-HSA-9664433,R-HSA-9664433,R-HSA-977443,R-HSA-977443,R-HSA-977444,R-HSA-977444,R-HSA-991365,R-HSA-991365
ADCYAP1	R-HSA-162582,R-HSA-162582,R-HSA-1643685,R-HSA-166520,R-HSA-187015,R-HSA-187024,R-HSA-187037,R-HSA-372790,R-HSA-373080,R-HSA-388396,R-HSA-418555,R-HSA-420092,R-HSA-500792,R-HSA-5663205,R-HSA-9006934,R-HSA-9658195,R-HSA-9660821,R-HSA-9662851,R-HSA-9664433
ADCYAP1R1	R-HSA-162582,R-HSA-162582,R-HSA-1643685,R-HSA-166520,R-HSA-187015,R-HSA-187024,R-HSA-187037,R-HSA-372790,R-HSA-373080,R-HSA-388396,R-HSA-418555,R-HSA-420092,R-HSA-500792,R-HSA-5663205,R-HSA-9006934,R-HSA-9658195,R-HSA-9660821,R-HSA-9662851,R-HSA-9664433
ADD1	R-HSA-109581,R-HSA-111465,R-HSA-2262752,R-HSA-264870,R-HSA-381038,R-HSA-381070,R-HSA-381119,R-HSA-382551,R-HSA-5223345,R-HSA-5357801,R-HSA-75153,R-HSA-8953897
ADD2	R-HSA-382551,R-HSA-5223345
ADD3	R-HSA-162582,R-HSA-194315,R-HSA-382551,R-HSA-5223345,R-HSA-9012999,R-HSA-9013405,R-HSA-9035034,R-HSA-9716542
ADGRE1	R-HSA-162582,R-HSA-372790,R-HSA-373080,R-HSA-500792
