	Terms
CCL13	hsa04060,hsa04061,hsa04062,hsa04064
CCL7	hsa04060,hsa04061,hsa04062,hsa04657
CCL2	hsa04060,hsa04061,hsa04062,hsa04621,hsa04657,hsa04668,hsa04933,hsa05135,hsa05142,hsa05144,hsa05163,hsa05164,hsa05168,hsa05171,hsa05323,hsa05417,hsa05418
CCL11	hsa04060,hsa04061,hsa04062,hsa04657,hsa05310
CCL24	hsa04060,hsa04061,hsa04062
CCL26	hsa04060,hsa04061,hsa04062
CCL27	hsa04060,hsa04061,hsa04062
CCL28	hsa04060,hsa04061,hsa04062,hsa04672
CCL18	hsa04060,hsa04061,hsa04062
CCL20	hsa04060,hsa04061,hsa04062,hsa04657,hsa04668,hsa05323
CXCL1	hsa04060,hsa04061,hsa04062,hsa04064,hsa04621,hsa04657,hsa04668,hsa04936,hsa05120,hsa05134,hsa05146,hsa05167,hsa05323,hsa05417
CXCL2	hsa04060,hsa04061,hsa04062,hsa04064,hsa04621,hsa04657,hsa04668,hsa04936,hsa05120,hsa05134,hsa05146,hsa05167,hsa05323,hsa05417
CXCL3	hsa04060,hsa04061,hsa04062,hsa04064,hsa04621,hsa04657,hsa04668,hsa04936,hsa05120,hsa05134,hsa05146,hsa05167,hsa05323,hsa05417
CXCL5	hsa04060,hsa04061,hsa04062,hsa04657,hsa04668,hsa05133,hsa05323
CXCL6	hsa04060,hsa04061,hsa04062,hsa04657,hsa04668,hsa05133,hsa05323
CXCL8	hsa04060,hsa04061,hsa04062,hsa04064,hsa04072,hsa04218,hsa04620,hsa04621,hsa04622,hsa04657,hsa04932,hsa04933,hsa04936,hsa05120,hsa05130,hsa05131,hsa05132,hsa05133,hsa05134,hsa05135,hsa05142,hsa05144,hsa05146,hsa05161,hsa05163,hsa05164,hsa05167,hsa05171,hsa05200,hsa05202,hsa05219,hsa05323,hsa05417
PPBP	hsa04060,hsa04061,hsa04062
PF4	hsa04060,hsa04061,hsa04062
PF4V1	hsa04060,hsa04061,hsa04062
CXCL9	hsa04060,hsa04061,hsa04062,hsa04620
CXCL10	hsa04060,hsa04061,hsa04062,hsa04620,hsa04622,hsa04623,hsa04657,hsa04668,hsa05160,hsa05164,hsa05169,hsa05171
CXCL11	hsa04060,hsa04061,hsa04062,hsa04620
CXCL13	hsa04060,hsa04061,hsa04062
CXCL12	hsa04060,hsa04061,hsa04062,hsa04064,hsa04360,hsa04670,hsa04672,hsa04810,hsa05163,hsa05200,hsa05323
CXCL16	hsa04060,hsa04062
CXCL14	hsa04060,hsa04061,hsa04062
CXCL17	hsa04060
XCL1	hsa04060,hsa04061,hsa04062
XCL2	hsa04060,hsa04061,hsa04062
CX3CL1	hsa04060,hsa04061,hsa04062,hsa04668,hsa05163
IL2	hsa04060,hsa04061,hsa04151,hsa04625,hsa04630,hsa04658,hsa04659,hsa04660,hsa04672,hsa04940,hsa05135,hsa05142,hsa05162,hsa05166,hsa05171,hsa05200,hsa05320,hsa05321,hsa05330,hsa05332
IL4	hsa04060,hsa04151,hsa04630,hsa04640,hsa04657,hsa04658,hsa04659,hsa04660,hsa04664,hsa04672,hsa05140,hsa05200,hsa05310,hsa05320,hsa05321,hsa05330
IL7	hsa04060,hsa04151,hsa04630,hsa04640,hsa05200
IL9	hsa04060,hsa04630,hsa05310
IL15	hsa04060,hsa04630,hsa04668,hsa04672,hsa05166,hsa05200,hsa05323
IL21	hsa04060,hsa04630,hsa04659,hsa05321
TSLP	hsa04060,hsa04630
IL3	hsa04060,hsa04151,hsa04210,hsa04630,hsa04640,hsa04664,hsa05200,hsa05202,hsa05221,hsa05310
IL5	hsa04060,hsa04630,hsa04640,hsa04657,hsa04658,hsa04660,hsa04664,hsa04672,hsa05200,hsa05310,hsa05320,hsa05321,hsa05330
CSF2	hsa04060,hsa04630,hsa04640,hsa04650,hsa04657,hsa04660,hsa04664,hsa04668,hsa05131,hsa05146,hsa05166,hsa05167,hsa05171,hsa05202,hsa05221,hsa05323
IL13	hsa04060,hsa04630,hsa04657,hsa04658,hsa04664,hsa05200,hsa05310,hsa05321
EPO	hsa04060,hsa04066,hsa04151,hsa04630,hsa04640,hsa05200
GH1	hsa04060,hsa04080,hsa04151,hsa04630,hsa04935
GH2	hsa04060,hsa04080,hsa04151,hsa04630,hsa04935
CSH1	hsa04060,hsa04080,hsa04151,hsa04630,hsa04935
CSH2	hsa04060,hsa04080,hsa04151,hsa04630,hsa04935
PRL	hsa04060,hsa04080,hsa04151,hsa04630,hsa04917
THPO	hsa04060,hsa04630,hsa04640
CSF3	hsa04060,hsa04151,hsa04630,hsa04640,hsa04657,hsa05144,hsa05171
LEP	hsa04060,hsa04080,hsa04152,hsa04630,hsa04920,hsa04932
IL6	hsa04060,hsa04061,hsa04066,hsa04068,hsa04151,hsa04218,hsa04620,hsa04621,hsa04623,hsa04625,hsa04630,hsa04640,hsa04657,hsa04659,hsa04668,hsa04672,hsa04931,hsa04932,hsa04933,hsa04936,hsa05010,hsa05020,hsa05022,hsa05130,hsa05132,hsa05133,hsa05134,hsa05135,hsa05142,hsa05143,hsa05144,hsa05146,hsa05152,hsa05161,hsa05162,hsa05163,hsa05164,hsa05166,hsa05167,hsa05168,hsa05169,hsa05171,hsa05200,hsa05202,hsa05321,hsa05323,hsa05332,hsa05410,hsa05417
IL11	hsa04060,hsa04630,hsa04640,hsa05323
IL12A	hsa04060,hsa04620,hsa04622,hsa04625,hsa04630,hsa04658,hsa04936,hsa04940,hsa05133,hsa05134,hsa05140,hsa05142,hsa05143,hsa05144,hsa05145,hsa05146,hsa05152,hsa05162,hsa05164,hsa05168,hsa05171,hsa05200,hsa05321,hsa05330,hsa05417
IL12B	hsa04060,hsa04620,hsa04622,hsa04625,hsa04630,hsa04658,hsa04936,hsa04940,hsa05133,hsa05134,hsa05140,hsa05142,hsa05143,hsa05145,hsa05146,hsa05152,hsa05162,hsa05164,hsa05168,hsa05171,hsa05200,hsa05205,hsa05321,hsa05330,hsa05417
IL23A	hsa04060,hsa04625,hsa04630,hsa04659,hsa05133,hsa05152,hsa05200,hsa05321,hsa05323
IL27	hsa04060,hsa04659
EBI3	hsa04060,hsa04659
IL31	hsa04060
CLCF1	hsa04060
CNTF	hsa04060,hsa04630
CTF1	hsa04060,hsa04630
LIF	hsa04060,hsa04550,hsa04630,hsa04668
OSM	hsa04060,hsa04151,hsa04630
IL10	hsa04060,hsa04061,hsa04068,hsa04625,hsa04630,hsa04660,hsa04672,hsa05133,hsa05135,hsa05140,hsa05142,hsa05143,hsa05144,hsa05145,hsa05146,hsa05150,hsa05152,hsa05310,hsa05320,hsa05321,hsa05322,hsa05330
IL19	hsa04060,hsa04061,hsa04630
IL20	hsa04060,hsa04061,hsa04630
IL24	hsa04060,hsa04061,hsa04630
IL22	hsa04060,hsa04630,hsa04659,hsa05321
IL26	hsa04060
IFNL2	hsa04060,hsa04630
IFNL3	hsa04060,hsa04630
IFNL1	hsa04060,hsa04630
IFNA1	hsa04060,hsa04151,hsa04217,hsa04620,hsa04621,hsa04622,hsa04623,hsa04630,hsa04650,hsa04936,hsa05152,hsa05160,hsa05161,hsa05162,hsa05163,hsa05164,hsa05165,hsa05167,hsa05168,hsa05169,hsa05170,hsa05171,hsa05200,hsa05320,hsa05417
IFNA2	hsa04060,hsa04151,hsa04217,hsa04620,hsa04621,hsa04622,hsa04623,hsa04630,hsa04650,hsa04936,hsa05152,hsa05160,hsa05161,hsa05162,hsa05163,hsa05164,hsa05165,hsa05167,hsa05168,hsa05169,hsa05170,hsa05171,hsa05200,hsa05320,hsa05417
IFNA4	hsa04060,hsa04151,hsa04217,hsa04620,hsa04621,hsa04622,hsa04623,hsa04630,hsa04650,hsa04936,hsa05152,hsa05160,hsa05161,hsa05162,hsa05163,hsa05164,hsa05165,hsa05167,hsa05168,hsa05169,hsa05170,hsa05171,hsa05200,hsa05320,hsa05417
IFNA5	hsa04060,hsa04151,hsa04217,hsa04620,hsa04621,hsa04622,hsa04623,hsa04630,hsa04650,hsa04936,hsa05152,hsa05160,hsa05161,hsa05162,hsa05163,hsa05164,hsa05165,hsa05167,hsa05168,hsa05169,hsa05170,hsa05171,hsa05200,hsa05320,hsa05417
IFNA6	hsa04060,hsa04151,hsa04217,hsa04620,hsa04621,hsa04622,hsa04623,hsa04630,hsa04650,hsa04936,hsa05152,hsa05160,hsa05161,hsa05162,hsa05163,hsa05164,hsa05165,hsa05167,hsa05168,hsa05169,hsa05170,hsa05171,hsa05200,hsa05320,hsa05417
IFNA7	hsa04060,hsa04151,hsa04217,hsa04620,hsa04621,hsa04622,hsa04623,hsa04630,hsa04650,hsa04936,hsa05152,hsa05160,hsa05161,hsa05162,hsa05163,hsa05164,hsa05165,hsa05167,hsa05168,hsa05169,hsa05170,hsa05171,hsa05200,hsa05320,hsa05417
IFNA8	hsa04060,hsa04151,hsa04217,hsa04620,hsa04621,hsa04622,hsa04623,hsa04630,hsa04650,hsa04936,hsa05152,hsa05160,hsa05161,hsa05162,hsa05163,hsa05164,hsa05165,hsa05167,hsa05168,hsa05169,hsa05170,hsa05171,hsa05200,hsa05320,hsa05417
IFNA10	hsa04060,hsa04151,hsa04217,hsa04620,hsa04621,hsa04622,hsa04623,hsa04630,hsa04650,hsa04936,hsa05152,hsa05160,hsa05161,hsa05162,hsa05163,hsa05164,hsa05165,hsa05167,hsa05168,hsa05169,hsa05170,hsa05171,hsa05200,hsa05320,hsa05417
IFNA13	hsa04060,hsa04151,hsa04217,hsa04620,hsa04621,hsa04622,hsa04623,hsa04630,hsa04650,hsa04936,hsa05152,hsa05160,hsa05161,hsa05162,hsa05163,hsa05164,hsa05165,hsa05167,hsa05168,hsa05169,hsa05170,hsa05171,hsa05200,hsa05320,hsa05417
IFNA14	hsa04060,hsa04151,hsa04217,hsa04620,hsa04621,hsa04622,hsa04623,hsa04630,hsa04650,hsa04936,hsa05152,hsa05160,hsa05161,hsa05162,hsa05163,hsa05164,hsa05165,hsa05167,hsa05168,hsa05169,hsa05170,hsa05171,hsa05200,hsa05320,hsa05417
IFNA16	hsa04060,hsa04151,hsa04217,hsa04620,hsa04621,hsa04622,hsa04623,hsa04630,hsa04650,hsa04936,hsa05152,hsa05160,hsa05161,hsa05162,hsa05163,hsa05164,hsa05165,hsa05167,hsa05168,hsa05169,hsa05170,hsa05171,hsa05200,hsa05320,hsa05417
IFNA17	hsa04060,hsa04151,hsa04217,hsa04620,hsa04621,hsa04622,hsa04623,hsa04630,hsa04650,hsa04936,hsa05152,hsa05160,hsa05161,hsa05162,hsa05163,hsa05164,hsa05165,hsa05167,hsa05168,hsa05169,hsa05170,hsa05171,hsa05200,hsa05320,hsa05417
IFNA21	hsa04060,hsa04151,hsa04217,hsa04620,hsa04621,hsa04622,hsa04623,hsa04630,hsa04650,hsa04936,hsa05152,hsa05160,hsa05161,hsa05162,hsa05163,hsa05164,hsa05165,hsa05167,hsa05168,hsa05169,hsa05170,hsa05171,hsa05200,hsa05320,hsa05417
IFNB1	hsa04060,hsa04151,hsa04217,hsa04380,hsa04620,hsa04621,hsa04622,hsa04623,hsa04630,hsa04650,hsa04668,hsa04936,hsa05131,hsa05135,hsa05142,hsa05152,hsa05160,hsa05161,hsa05162,hsa05163,hsa05164,hsa05165,hsa05167,hsa05168,hsa05169,hsa05170,hsa05171,hsa05417
IFNW1	hsa04060,hsa04622,hsa04630
IFNK	hsa04060,hsa04622,hsa04630
IFNE	hsa04060,hsa04622,hsa04630
IL1RN	hsa04060
IL36RN	hsa04060
IL36A	hsa04060
IL36B	hsa04060
IL36G	hsa04060
IL1F10	hsa04060
IL37	hsa04060,hsa04061
IL18	hsa04060,hsa04061,hsa04621,hsa04623,hsa05130,hsa05131,hsa05132,hsa05134,hsa05135,hsa05143,hsa05144,hsa05152,hsa05164,hsa05321,hsa05323,hsa05417
IL33	hsa04060,hsa04217,hsa04623,hsa05164
IL17A	hsa04060,hsa04657,hsa04659,hsa04936,hsa05321,hsa05323
IL17F	hsa04060,hsa04657,hsa04659,hsa05321
IL17B	hsa04060,hsa04657
IL17C	hsa04060,hsa04657
IL17D	hsa04060,hsa04625,hsa04630,hsa04657
IL25	hsa04060,hsa04657
IL16	hsa04060
IL32	hsa04060
IL34	hsa04060,hsa04061
LTA	hsa04060,hsa04061,hsa04064,hsa04668,hsa04940,hsa05166,hsa05168
LTB	hsa04060,hsa04064,hsa05323
TNFSF14	hsa04060,hsa04061,hsa04064,hsa05168
TNFSF15	hsa04060
TNFSF10	hsa04060,hsa04061,hsa04068,hsa04210,hsa04217,hsa04650,hsa05130,hsa05132,hsa05164,hsa05417
EDA	hsa04060,hsa04064
TNFSF11	hsa04060,hsa04064,hsa04380,hsa04917,hsa04928,hsa05207,hsa05224,hsa05323
TNFSF12	hsa04060
CD70	hsa04060
TNFSF8	hsa04060
CD40LG	hsa04060,hsa04064,hsa04514,hsa04660,hsa04672,hsa05144,hsa05145,hsa05310,hsa05320,hsa05322,hsa05330,hsa05340,hsa05416,hsa05417
TNFSF9	hsa04060
TNFSF4	hsa04060
TNFSF18	hsa04060
TNFSF13	hsa04060,hsa04672,hsa05323
TNFSF13B	hsa04060,hsa04064,hsa04672,hsa05323
GDF15	hsa04060
GDF2	hsa04060
BMP10	hsa04060
INHA	hsa04060
BMP3	hsa04060
GDF10	hsa04060
GDF11	hsa04060
MSTN	hsa04060
INHBA	hsa04060,hsa04350,hsa04550
INHBB	hsa04060,hsa04350,hsa04550
GDF1	hsa04060
GDF3	hsa04060
NODAL	hsa04060,hsa04350,hsa04550
GDF9	hsa04060
INHBC	hsa04060,hsa04350,hsa04550
INHBE	hsa04060,hsa04350,hsa04550
BMP2	hsa04060,hsa04350,hsa04390,hsa05200,hsa05217
BMP4	hsa04060,hsa04350,hsa04390,hsa04550,hsa04919,hsa05200,hsa05217,hsa05418
GDF5	hsa04060,hsa04350,hsa04390
GDF6	hsa04060,hsa04350,hsa04390
GDF7	hsa04060,hsa04350,hsa04360,hsa04390
BMP15	hsa04060,hsa04913
BMP5	hsa04060,hsa04350,hsa04390
BMP6	hsa04060,hsa04350,hsa04390,hsa04913
BMP7	hsa04060,hsa04350,hsa04360,hsa04390
BMP8B	hsa04060,hsa04350,hsa04390,hsa04714
BMP8A	hsa04060,hsa04350,hsa04390,hsa04714
CCR8	hsa04060,hsa04061,hsa04062,hsa05167,hsa05203
CCR9	hsa04060,hsa04061,hsa04062,hsa04672
ACKR4	hsa04060,hsa04061
CCR7	hsa04060,hsa04061,hsa04062
CCR4	hsa04060,hsa04061,hsa04062,hsa05167,hsa05203
CCR5	hsa04060,hsa04061,hsa04062,hsa04144,hsa05145,hsa05163,hsa05167,hsa05170,hsa05203
CCR3	hsa04060,hsa04061,hsa04062,hsa05163,hsa05167,hsa05203
CCR2	hsa04060,hsa04061,hsa04062
CCR1	hsa04060,hsa04061,hsa04062,hsa05163,hsa05167
CCR10	hsa04060,hsa04061,hsa04062,hsa04672
CCR6	hsa04060,hsa04061,hsa04062
CXCR1	hsa04060,hsa04061,hsa04062,hsa04072,hsa04144,hsa05120
CXCR2	hsa04060,hsa04061,hsa04062,hsa04072,hsa04144,hsa05120,hsa05163
CXCR3	hsa04060,hsa04061,hsa04062
CXCR5	hsa04060,hsa04061,hsa04062
ACKR3	hsa04060,hsa04061
CXCR6	hsa04060,hsa04062
XCR1	hsa04060,hsa04061,hsa04062
CX3CR1	hsa04060,hsa04061,hsa04062
IL2RA	hsa04060,hsa04061,hsa04144,hsa04151,hsa04630,hsa04640,hsa04658,hsa04659,hsa05162,hsa05166,hsa05200
IL2RB	hsa04060,hsa04061,hsa04144,hsa04151,hsa04630,hsa04658,hsa04659,hsa05162,hsa05166,hsa05200,hsa05202
IL2RG	hsa04060,hsa04061,hsa04144,hsa04151,hsa04630,hsa04658,hsa04659,hsa05162,hsa05166,hsa05200,hsa05321,hsa05340
IL4R	hsa04060,hsa04151,hsa04630,hsa04640,hsa04658,hsa04659,hsa05200,hsa05321
IL7R	hsa04060,hsa04068,hsa04151,hsa04630,hsa04640,hsa05200,hsa05340
IL9R	hsa04060,hsa04630,hsa04640
IL15RA	hsa04060,hsa04630,hsa04672,hsa05166,hsa05200
IL21R	hsa04060,hsa04630,hsa04659,hsa05321
CRLF2	hsa04060,hsa04630
IL3RA	hsa04060,hsa04151,hsa04210,hsa04630,hsa04640,hsa05200
CSF2RB	hsa04060,hsa04210,hsa04630,hsa05200
IL5RA	hsa04060,hsa04630,hsa04640,hsa05200
CSF2RA	hsa04060,hsa04630,hsa04640,hsa05200
IL13RA1	hsa04060,hsa04630,hsa05200
IL13RA2	hsa04060,hsa04630
EPOR	hsa04060,hsa04151,hsa04630,hsa04640,hsa05200
GHR	hsa04060,hsa04080,hsa04151,hsa04630,hsa04935
PRLR	hsa04060,hsa04080,hsa04151,hsa04630,hsa04917
MPL	hsa04060,hsa04630
CSF3R	hsa04060,hsa04151,hsa04630,hsa04640,hsa05200
LEPR	hsa04060,hsa04080,hsa04152,hsa04630,hsa04920,hsa04932
IL6R	hsa04060,hsa04061,hsa04066,hsa04151,hsa04630,hsa04640,hsa04659,hsa04932,hsa05163,hsa05171,hsa05200
IL6ST	hsa04060,hsa04061,hsa04550,hsa04630,hsa04659,hsa05167,hsa05171,hsa05200,hsa05203
IL11RA	hsa04060,hsa04630,hsa04640
IL12RB1	hsa04060,hsa04630,hsa04658,hsa04659,hsa05200,hsa05321
IL12RB2	hsa04060,hsa04630,hsa04658,hsa05200,hsa05321
IL23R	hsa04060,hsa04630,hsa04659,hsa05200,hsa05321
IL27RA	hsa04060,hsa04630,hsa04659
IL31RA	hsa04060
CNTFR	hsa04060,hsa04630
LIFR	hsa04060,hsa04550,hsa04630
OSMR	hsa04060,hsa04151,hsa04630
IL10RA	hsa04060,hsa04061,hsa04630,hsa05145,hsa05152,hsa05163
IL10RB	hsa04060,hsa04061,hsa04630,hsa05145,hsa05152,hsa05163
IL20RA	hsa04060,hsa04061,hsa04630
IL20RB	hsa04060,hsa04061,hsa04630
IL22RA1	hsa04060,hsa04061,hsa04630
IFNLR1	hsa04060,hsa04630
IFNAR1	hsa04060,hsa04151,hsa04217,hsa04380,hsa04620,hsa04621,hsa04630,hsa04650,hsa05160,hsa05161,hsa05162,hsa05164,hsa05165,hsa05167,hsa05168,hsa05169,hsa05171,hsa05200
IFNAR2	hsa04060,hsa04151,hsa04217,hsa04380,hsa04620,hsa04621,hsa04630,hsa04650,hsa05160,hsa05162,hsa05164,hsa05165,hsa05167,hsa05168,hsa05169,hsa05171,hsa05200
IFNGR1	hsa04060,hsa04066,hsa04217,hsa04380,hsa04630,hsa04650,hsa04658,hsa04659,hsa05140,hsa05142,hsa05145,hsa05152,hsa05164,hsa05167,hsa05168,hsa05200,hsa05235,hsa05321
IFNGR2	hsa04060,hsa04066,hsa04217,hsa04380,hsa04630,hsa04650,hsa04658,hsa04659,hsa05140,hsa05142,hsa05145,hsa05152,hsa05164,hsa05168,hsa05200,hsa05235,hsa05321
IL1R2	hsa04060,hsa04640,hsa05146,hsa05166,hsa05202,hsa05215,hsa05418
IL1RL2	hsa04060
IL18R1	hsa04060,hsa04061,hsa04668,hsa05321
IL18RAP	hsa04060,hsa04061,hsa05321
IL1RL1	hsa04060
IL17RA	hsa04060,hsa04657,hsa04936
IL17RC	hsa04060,hsa04657,hsa04936
IL17RB	hsa04060,hsa04657
IL17RE	hsa04060,hsa04657
CD4	hsa04060,hsa04514,hsa04612,hsa04640,hsa04658,hsa04659,hsa04660,hsa05135,hsa05166,hsa05170,hsa05235,hsa05340
TNFRSF1B	hsa04060,hsa04061,hsa04668,hsa04920,hsa05014,hsa05022,hsa05170
LTBR	hsa04060,hsa04061,hsa04064,hsa04066,hsa04672,hsa05166,hsa05203
TNFRSF14	hsa04060,hsa04061,hsa05168
TNFRSF6B	hsa04060
TNFRSF25	hsa04060
TNFRSF10A	hsa04060,hsa04061,hsa04115,hsa04210,hsa04217,hsa04650,hsa05130,hsa05132,hsa05164,hsa05417
TNFRSF10B	hsa04060,hsa04061,hsa04115,hsa04210,hsa04217,hsa04650,hsa05130,hsa05132,hsa05164,hsa05417
TNFRSF10C	hsa04060,hsa04061
TNFRSF10D	hsa04060,hsa04061
TNFRSF21	hsa04060
EDAR	hsa04060,hsa04064
EDA2R	hsa04060,hsa04064
TNFRSF11B	hsa04060,hsa04380
TNFRSF11A	hsa04060,hsa04064,hsa04380,hsa04917,hsa05323
TNFRSF12A	hsa04060
CD27	hsa04060
TNFRSF8	hsa04060
CD40	hsa04060,hsa04064,hsa04514,hsa04620,hsa04672,hsa05144,hsa05145,hsa05166,hsa05169,hsa05202,hsa05310,hsa05320,hsa05322,hsa05330,hsa05340,hsa05416,hsa05417
TNFRSF9	hsa04060
TNFRSF4	hsa04060
TNFRSF18	hsa04060
TNFRSF17	hsa04060,hsa04672
TNFRSF13B	hsa04060,hsa04672,hsa05340
TNFRSF13C	hsa04060,hsa04064,hsa04672,hsa05166,hsa05340
TNFRSF19	hsa04060
RELT	hsa04060
ACVRL1	hsa04060
ACVR2A	hsa04060,hsa04350,hsa04550,hsa05418
BMPR2	hsa04060,hsa04350,hsa04360,hsa04390,hsa04550,hsa05206,hsa05418
ACVR2B	hsa04060,hsa04350,hsa04550,hsa05418
ACVR1B	hsa04060,hsa04350,hsa04550
ACVR1C	hsa04060,hsa04350,hsa04550
ACVR1	hsa04060,hsa04350,hsa04550,hsa05418
AMHR2	hsa04060,hsa04350
BMPR1A	hsa04060,hsa04350,hsa04390,hsa04550,hsa05418
BMPR1B	hsa04060,hsa04350,hsa04360,hsa04390,hsa04550,hsa05418
JAK2	hsa04062,hsa04151,hsa04217,hsa04550,hsa04630,hsa04658,hsa04659,hsa04725,hsa04917,hsa04920,hsa04933,hsa04935,hsa05140,hsa05145,hsa05152,hsa05161,hsa05164,hsa05167,hsa05168,hsa05200,hsa05207,hsa05235,hsa05417
JAK3	hsa04062,hsa04151,hsa04217,hsa04550,hsa04630,hsa04658,hsa04659,hsa05161,hsa05162,hsa05166,hsa05169,hsa05200,hsa05203,hsa05223,hsa05340
STAT1	hsa04062,hsa04217,hsa04380,hsa04620,hsa04621,hsa04625,hsa04630,hsa04658,hsa04659,hsa04917,hsa04919,hsa04933,hsa04935,hsa05140,hsa05145,hsa05152,hsa05160,hsa05161,hsa05162,hsa05164,hsa05165,hsa05167,hsa05168,hsa05169,hsa05171,hsa05200,hsa05212,hsa05235,hsa05321
STAT2	hsa04062,hsa04217,hsa04380,hsa04621,hsa04625,hsa04630,hsa05160,hsa05161,hsa05162,hsa05164,hsa05165,hsa05167,hsa05168,hsa05169,hsa05171,hsa05200
STAT3	hsa04062,hsa04066,hsa04068,hsa04217,hsa04550,hsa04630,hsa04659,hsa04917,hsa04920,hsa04931,hsa04933,hsa04935,hsa05145,hsa05160,hsa05161,hsa05162,hsa05163,hsa05167,hsa05169,hsa05171,hsa05200,hsa05203,hsa05205,hsa05206,hsa05207,hsa05212,hsa05221,hsa05223,hsa05235,hsa05321,hsa05417
LYN	hsa04062,hsa04064,hsa04611,hsa04662,hsa04664,hsa04666,hsa04730,hsa05120,hsa05167,hsa05169,hsa05203,hsa05417
HCK	hsa04062,hsa04666,hsa05167
FGR	hsa04062
FOXO3	hsa04062,hsa04068,hsa04137,hsa04151,hsa04152,hsa04211,hsa04213,hsa04218,hsa04722,hsa04917,hsa04936,hsa05131,hsa05208,hsa05213,hsa05223
NFKBIB	hsa04062,hsa04621,hsa04622,hsa04623,hsa04658,hsa04659,hsa04660,hsa04662,hsa04722,hsa04920,hsa05130,hsa05131,hsa05140,hsa05145,hsa05162,hsa05164,hsa05169,hsa05171,hsa05235
GSK3A	hsa04062,hsa04728,hsa04932,hsa05131
ITK	hsa04062,hsa04660,hsa04670
WAS	hsa04062,hsa04520,hsa04530,hsa04666,hsa05135,hsa05231
PREX1	hsa04062,hsa05167
ELMO1	hsa04062,hsa05100,hsa05131,hsa05132,hsa05135
DOCK2	hsa04062
PXN	hsa04062,hsa04370,hsa04510,hsa04670,hsa04810,hsa05100,hsa05131,hsa05135,hsa05163,hsa05165,hsa05170,hsa05203,hsa05205
PRKCD	hsa04062,hsa04140,hsa04270,hsa04621,hsa04625,hsa04666,hsa04722,hsa04750,hsa04912,hsa04915,hsa04930,hsa04931,hsa04933,hsa05020,hsa05131,hsa05208,hsa05415
NCF1	hsa04062,hsa04145,hsa04380,hsa04613,hsa04666,hsa04670,hsa05020,hsa05140,hsa05208,hsa05415,hsa05417,hsa05418
GRK7	hsa04062,hsa04144,hsa04744
GRK1	hsa04062,hsa04144,hsa04744
GRK2	hsa04062,hsa04144,hsa04340,hsa04724,hsa04740,hsa05032
GRK3	hsa04062,hsa04144,hsa04340,hsa04724,hsa04740,hsa05032
GRK4	hsa04062,hsa04144,hsa05032
GRK5	hsa04062,hsa04144,hsa05032
GRK6	hsa04062,hsa04144,hsa05032
LCK	hsa04064,hsa04380,hsa04650,hsa04658,hsa04659,hsa04660,hsa05135,hsa05166,hsa05235,hsa05340
PRKCQ	hsa04064,hsa04140,hsa04270,hsa04658,hsa04659,hsa04660,hsa04750,hsa04920,hsa04931,hsa05131,hsa05235
SYK	hsa04064,hsa04072,hsa04151,hsa04380,hsa04611,hsa04613,hsa04625,hsa04650,hsa04662,hsa04664,hsa04666,hsa05152,hsa05167,hsa05168,hsa05169,hsa05171,hsa05203
BLNK	hsa04064,hsa04380,hsa04662,hsa05169,hsa05340
BTK	hsa04064,hsa04380,hsa04611,hsa04662,hsa04664,hsa05169,hsa05340
CARD10	hsa04064
CARD11	hsa04064,hsa04660,hsa04662
CARD14	hsa04064
BCL10	hsa04064,hsa04625,hsa04660,hsa04662,hsa05131,hsa05152
MALT1	hsa04064,hsa04625,hsa04660,hsa04662,hsa05131,hsa05152
RIPK1	hsa04064,hsa04210,hsa04217,hsa04620,hsa04621,hsa04622,hsa04623,hsa04668,hsa04936,hsa05130,hsa05131,hsa05132,hsa05160,hsa05163,hsa05169,hsa05170
TRAF5	hsa04064,hsa04217,hsa04621,hsa04657,hsa04668,hsa05131,hsa05163,hsa05168,hsa05169,hsa05170,hsa05200,hsa05203,hsa05222
BIRC2	hsa04064,hsa04120,hsa04210,hsa04215,hsa04217,hsa04390,hsa04510,hsa04621,hsa04668,hsa05132,hsa05145,hsa05168,hsa05200,hsa05202,hsa05222
BIRC3	hsa04064,hsa04120,hsa04210,hsa04215,hsa04217,hsa04390,hsa04510,hsa04621,hsa04668,hsa05132,hsa05145,hsa05168,hsa05200,hsa05202,hsa05222
EDARADD	hsa04064
CYLD	hsa04064,hsa04217,hsa04380,hsa04622,hsa04625
DDX58	hsa04064,hsa04622,hsa04623,hsa05160,hsa05161,hsa05162,hsa05164,hsa05168,hsa05169,hsa05171
TRIM25	hsa04064,hsa04622,hsa05164
LBP	hsa04064,hsa04620,hsa04936,hsa05152,hsa05417
TLR4	hsa04064,hsa04066,hsa04145,hsa04151,hsa04217,hsa04613,hsa04620,hsa04621,hsa04936,hsa05130,hsa05131,hsa05132,hsa05133,hsa05134,hsa05135,hsa05140,hsa05142,hsa05144,hsa05145,hsa05146,hsa05152,hsa05161,hsa05162,hsa05164,hsa05170,hsa05171,hsa05205,hsa05235,hsa05321,hsa05323,hsa05417
LY96	hsa04064,hsa04620,hsa04936,hsa05132,hsa05133,hsa05145,hsa05417
TIRAP	hsa04064,hsa04620,hsa04936,hsa05130,hsa05132,hsa05133,hsa05152,hsa05161,hsa05235,hsa05417
TICAM2	hsa04064,hsa04217,hsa04620,hsa05133,hsa05161,hsa05235,hsa05417
TICAM1	hsa04064,hsa04217,hsa04620,hsa04621,hsa04936,hsa05133,hsa05135,hsa05142,hsa05160,hsa05161,hsa05164,hsa05165,hsa05167,hsa05168,hsa05235,hsa05417
